;Item;Patrimônio;Sit. Física;Valor de Aquisição;Valor Bruto Atual;Descrição
;1;00000010;INSERVÍVEL;110;11;"MESA PARA MAQUINA DE ESCREVER EM MADEIRA - DESCRICAO: CLARA COM 02 GAVETAS
"
;2;00000028;INSERVÍVEL;134,4;13,44;"MESA PARA ESCRITORIO EM MADEIRA - DESCRICAO: CLARA COM 03 GAVETAS - MARCA: BORTOLINI
"
;3;00000093;INSERVÍVEL;145;14,5;"ARQUIVO EM ACO - DESCRICAO: COR CINZA COM 04 GAVETAS - MARCA: PANDIN
"
;4;00000128;INSERVÍVEL;156,09;15,61;"ARQUIVO EM ACO - DESCRICAO: COR CINZA COM 04 GAVETAS - MARCA: PANDIN
"
;5;00000179;INSERVÍVEL;89;8,9;"POLTRONA FIXA EM TECIDO - DESCRICAO: COR VERMELHA COM ESTRUTURA EM METAL SOBRE LONGARINA - MARCA: CADERODE
"
;6;00000181;INSERVÍVEL;89;8,9;"POLTRONA FIXA EM TECIDO - DESCRICAO: COR VERMELHA COM ESTRUTURA EM METAL SOBRE LONGARINA - MARCA: CADERODE
"
;7;00000182;INSERVÍVEL;89;8,9;"POLTRONA FIXA EM TECIDO - DESCRICAO: COR VERMELHA COM ESTRUTURA EM METAL SOBRE LONGARINA - MARCA: CADERODE
"
;8;00000199;INSERVÍVEL;110;11;"POLTRONA FIXA EM TECIDO - DESCRICAO: COR VERMELHA COM ESTRUTURA EM METAL SOBRE LONGARINA - MARCA: CADERODE
"
;9;00000200;INSERVÍVEL;110;11;"POLTRONA FIXA EM TECIDO - DESCRICAO: COR VERMELHA COM ESTRUTURA EM METAL SOBRE LONGARINA - MARCA: CADERODE
"
;10;00000202;INSERVÍVEL;110;11;"POLTRONA FIXA EM TECIDO - DESCRICAO: COR VERMELHA COM ESTRUTURA EM METAL SOBRE LONGARINA - MARCA: CADERODE
"
;11;00000219;INSERVÍVEL;89;8,9;"POLTRONA FIXA EM TECIDO - DESCRICAO: COR VERMELHA COM ESTRUTURA EM METAL SOBRE LONGARINA - MARCA: CADERODE
"
;12;00000220;INSERVÍVEL;89;8,9;"POLTRONA FIXA EM TECIDO - DESCRICAO: COR VERMELHA COM ESTRUTURA EM METAL SOBRE LONGARINA - MARCA: CADERODE
"
;13;00000221;INSERVÍVEL;89;8,9;"POLTRONA FIXA EM TECIDO - DESCRICAO: COR VERMELHA COM ESTRUTURA EM METAL SOBRE LONGARINA - MARCA: CADERODE
"
;14;00000222;INSERVÍVEL;89;8,9;"POLTRONA FIXA EM TECIDO - DESCRICAO: COR VERMELHA COM ESTRUTURA EM METAL SOBRE LONGARINA - MARCA: CADERODE
"
;15;00000225;INSERVÍVEL;110;11;"POLTRONA FIXA EM TECIDO - DESCRICAO: COR VERMELHA COM ESTRUTURA EM METAL SOBRE LONGARINA - MARCA: CADERODE
"
;16;00000465;INSERVÍVEL;83;8,3;"FURADEIRA ELETRICA PORTATIL - MARCA: BOSCH - MODELO: SUPER HOBBY - SERIE: 87101788
"
;17;00000616;INSERVÍVEL;215;21,5;"MESA PARA MICROCOMPUTADOR - DESCRICAO: COM ACABAMENTO EM LAMINADO MELAMINICO
"
;18;00000772;INSERVÍVEL;200;20;"ESTANTE EM MADEIRA - DESCRICAO: CLARA COM 03 PRATELEIRAS E 02 PORTAS
"
;19;00000852;INSERVÍVEL;430;43;"BALANCA DE PLATAFORMA - MARCA: BALMAK - MODELO: 104 - SERIE: 4326
"
;20;00001030;INSERVÍVEL;341;34,1;"TELEVISOR EM CORES - DESCRICAO: 14 POLEGADAS - MARCA: SANYO - MODELO: CTP-3791 P - SERIE: 9806263883T031
"
;21;00001053;INSERVÍVEL;100;10;"MESA DE CENTRO - DESCRICAO: CLARA COM 03 PRATELEIRAS
"
;22;00001074;INSERVÍVEL;341;34,1;"TELEVISOR EM CORES - DESCRICAO: 14 POLEGADAS - MARCA: SANYO - MODELO: CTP-3791P - SERIE: 9806266839T031
"
;23;00001230;INSERVÍVEL;93;9,3;"GAVETEIRO VOLANTE EM MADEIRA - DESCRICAO: COM ACABAMENTO EM LAMINADO MELAMINICO COM 05 GAVETAS
"
;24;00001411;INSERVÍVEL;141;14,1;"MESA PARA ESCRITORIO EM MADEIRA - DESCRICAO: CLARA COM 03 GAVETAS
"
;25;00001895;INSERVÍVEL;234;23,4;"TELA PARA PROJECAO - MARCA: REFLECTA
"
;26;00002063;INSERVÍVEL;247;24,7;"BEBEDOURO DE AGUA TIPO GARRAFAO - DESCRICAO: COR BEGE COM 02 TORNEIRAS - MARCA: ESMALTEC - MODELO: GELAGUA - SERIE: 445654
"
;27;00002082;INSERVÍVEL;83,2;8,32;"MESA PARA MAQUINA DE ESCREVER EM MADEIRA - DESCRICAO: CLARA COM 02 GAVETAS
"
;28;00002110;INSERVÍVEL;380;38;"FICHARIO EM ACO - DESCRICAO: COR CINZA COM 08 GAVETAS - MARCA: WB
"
;29;00002111;INSERVÍVEL;380;38;"FICHARIO EM ACO - DESCRICAO: COR CINZA COM 08 GAVETAS - MARCA: WB
"
;30;00002112;INSERVÍVEL;380;38;"FICHARIO EM ACO - DESCRICAO: COR CINZA COM 08 GAVETAS - MARCA: WB
"
;31;00002150;INSERVÍVEL;380;38;"FICHARIO EM ACO - DESCRICAO: COR CINZA COM 08 GAVETAS - MARCA: WB
"
;32;00002158;INSERVÍVEL;190;19;"FOGAO TIPO RESIDENCIAL - DESCRICAO: COR BRANCA COM 04 QUEIMADORES - MARCA: ESMALTEC - MODELO: VERONA
"
;33;00002291;INSERVÍVEL;220;22;"BOMBA PARA ABASTECIMENTO - GERADOR - MARCA: MAC - MODELO: 80
"
;34;00002292;INSERVÍVEL;180;18;"EXTINTOR DE INCENDIO PQS - DESCRICAO: CAPACIDADE 04 QUILOS
"
;35;00002464;INSERVÍVEL;259,68;25,97;"BEBEDOURO DE AGUA TIPO GARRAFAO - DESCRICAO: COM 02 TORNEIRAS - MARCA: IBBL - MODELO: 105GFNI - SERIE: 816A044387
"
;36;00002590;INSERVÍVEL;130;13;"ARQUIVO EM ACO - DESCRICAO: COR CINZA COM 04 GAVETAS - MARCA: PANDIN
"
;37;00002618;INSERVÍVEL;83,72;8,37;"CADEIRA GIRATORIA EM TECIDO - DESCRICAO: COR PRETA COM ESTRUTURA EM METAL
"
;38;00002652;INSERVÍVEL;399;39,9;"REFRIGERADOR TIPO FRIGOBAR - MARCA: CONSUL - SERIE: JF0998434
"
;39;00002902;INSERVÍVEL;106;10,6;"BANCO DE ESPERA EM PALHINA - DESCRICAO: C/ 03 LUGARES - MARCA: CADERODE
"
;40;00002904;INSERVÍVEL;106;10,6;"BANCO DE ESPERA EM PALHINA - DESCRICAO: C/ 03 LUGARES - MARCA: CADERODE
"
;41;00002907;INSERVÍVEL;106;10,6;"BANCO DE ESPERA EM PALHINA - DESCRICAO: C/ 03 LUGARES - MARCA: CADERODE
"
;42;00003128;INSERVÍVEL;160;16;"MESA PARA ESCRITORIO EM MADEIRA - DESCRICAO: DE LEI, TIPO SECRETÁRIA, C/ 03 GAVETAS, MED. 1,30 X 0,70 X 0,74 M
"
;43;00003133;INSERVÍVEL;160;16;"MESA PARA ESCRITORIO EM MADEIRA - DESCRICAO: DE LEI, TIPO SECRETARIA C/ 3 GAVETAS MED. 1,30X0,70X0,74M
"
;44;00003135;INSERVÍVEL;160;16;"MESA PARA ESCRITORIO EM MADEIRA - DESCRICAO: DE LEI, TIPO SECRETÁRIA, C/ 03 GAVETAS, MED. 1,30 X 0,70 X 0,74 M
"
;45;00003136;INSERVÍVEL;160;16;"MESA PARA ESCRITORIO EM MADEIRA - DESCRICAO: DE LEI, TIPO SECRETÁRIA, C/ 03 GAVETAS, MED. 1,30 X 0,70 X 0,74 M
"
;46;00003256;INSERVÍVEL;3499;349,9;"PAINEL ELETRONICO - DESCRICAO: COM IMPRESSORA PARA SENHA(SÉRIE: 2499010708419). - SERIE: SMJ010807CODIL-01
"
;47;00003328;INSERVÍVEL;100;10;"MESA PARA ESCRITORIO EM MADEIRA - DESCRICAO: C/ 02 GAVETAS
"
;48;00003350;INSERVÍVEL;190;19;"MESA PARA ESCRITORIO EM MADEIRA - DESCRICAO: TIPO ESCRIVANINHA
"
;49;00003388;INSERVÍVEL;180;18;"EXTINTOR DE INCENDIO CO2 - DESCRICAO: de 6 k. - SERIE: 160P T
"
;50;00003390;INSERVÍVEL;180;18;"EXTINTOR DE INCENDIO CO2 - DESCRICAO: DE 06 K. - SERIE: N767 T
"
;51;00003403;INSERVÍVEL;3543;354,3;"GRUPO GERADOR PORTATIL - DESCRICAO: A GASOLINA - MARCA: COLEMAN - MODELO: 65-5000 - SERIE: 85961501
"
;52;00003449;INSERVÍVEL;1850;185;"MINI-CENTRAL DE AR CONDICIONADO - DESCRICAO: SPLIT DE 12.000 BTU´S - MARCA: SPRINGER - SERIE: 4200B49006
"
;53;00003513;INSERVÍVEL;280;28;"ARMARIO PARA COZINHA EM MADEIRA - DESCRICAO: DE LEI, TRABALHADO, C/PRATELEIRAS INTERNAS, MED. 0,50X2,08X0,40M.
"
;54;00003518;INSERVÍVEL;1741,5;174,15;"CONDICIONADOR DE AR DE PAREDE - DESCRICAO: DE 30.000BTUS - MARCA: SPRINGER - SERIE: 2102B12845
"
;55;00003528;INSERVÍVEL;1925;192,5;"CONDICIONADOR DE AR DE PAREDE - DESCRICAO: 30.000 BTUS 220V - MARCA: SPRINGER - SERIE: 1702B25315
"
;56;00003548;INSERVÍVEL;400;40;"ESTANTE EM MADEIRA - DESCRICAO: DE LEI
"
;57;00003735;INSERVÍVEL;190;19;"MESA PARA ESCRITORIO EM MADEIRA - DESCRICAO: MEDINDO 1,25MX0,70MX0,74M COM 3 GAVETAS
"
;58;00003829;INSERVÍVEL;1170;117;"HUB-CONCENTRADOR DE COMUNICACAO COM 12 PORTAS - DESCRICAO: CONECTOR 145 110X220 - MARCA: 3COM - SERIE: 0100/LT1G028828
"
;59;00003870;INSERVÍVEL;1185;118,5;"TELEVISOR EM CORES - DESCRICAO: 29 POLEGADAS/ CONTROLES. - MARCA: CCE - SERIE: 00110352
"
;60;00003871;INSERVÍVEL;1185;118,5;"TELEVISOR EM CORES - DESCRICAO: 29 POLEGADAS/ CONTROLES. - MARCA: CCE - SERIE: 00116112
"
;61;00003876;INSERVÍVEL;1185;118,5;"TELEVISOR EM CORES - DESCRICAO: 29 POLEGADAS/ CONTROLES. - MARCA: CCE - SERIE: 00199092
"
;62;00003901;INSERVÍVEL;526;52,6;"APARELHO DE VIDEO CASSETE - DESCRICAO: DE 4 CABEÇAS C/ CONTROLE - MARCA: LG - MODELO: EC-971B - SERIE: 00892
"
;63;00003904;INSERVÍVEL;526;52,6;"APARELHO DE VIDEO CASSETE - DESCRICAO: DE 4 CABEÇAS C/ CONTROLE - MARCA: LG - MODELO: EC-971B - SERIE: 000864
"
;64;00003909;INSERVÍVEL;526;52,6;"APARELHO DE VIDEO CASSETE - DESCRICAO: DE 4 CABEÇAS C/ CONTROLE - MARCA: LG - MODELO: EC-971B - SERIE: 00847
"
;65;00003911;INSERVÍVEL;1170;117;"HUB-CONCENTRADOR DE COMUNICACAO COM 12 PORTAS - DESCRICAO: CONECTOR RJ45 - MARCA: SONY - SERIE: 0100/LT1G028146
"
;66;00003913;INSERVÍVEL;248;24,8;"ARMARIO ALTO EM ACO - DESCRICAO: COM 2 PORTAS COM PRATELEIRAS INTERNAS REFORÇADAS, MED. APROX. 2.00X0,40X1,00, COR CINZA - MARCA: WCM
"
;67;00003977;INSERVÍVEL;1650;165;"CONDICIONADOR DE AR DE PAREDE - DESCRICAO: DE 30.000 BETUS 220 WATS - MARCA: SPRINGER - SERIE: 430B301124
"
;68;00004013;INSERVÍVEL;263;26,3;"SCANNER DE MESA - DESCRICAO: EASYSCAN 450P,19200DPI - MARCA: NETRIX - MODELO: 38BR - SERIE: 205PX05495
"
;69;00004038;INSERVÍVEL;8074,47;807,45;"CPU DO SERVIDOR E SERVER 342 PIII - MARCA: IBM - SERIE: 78LVL75
"
;70;00004039;INSERVÍVEL;4935,7;493,57;"SWITCH SERVER - DESCRICAO: KVM - MARCA: IBM - SERIE: 2309959
"
;71;00004043;INSERVÍVEL;20500;2050;"IMPRESSORA JATO DE TINTA - DESCRICAO: TIPO PLOTTER. PRÓPRIA PARA PARA DESENHOS DE ARQUITETURA, ENGENHARIA E MECÂNICA. MEMÓRIA PADRÃO 16MB. RESOLUÇÃO MÁXIMA 1200 X 600 DPI. DIMENSÕES (LARGURA X ALTURA X PROFUNDIDADE): 1690 X 1100 X 674 MM. - MARCA: HP - MODELO: 500 - SERIE: SG24532087
"
;72;00004094;INSERVÍVEL;200;20;"CADEIRA GIRATORIA EM TECIDO - DESCRICAO: COM BRAÇO, COR AZUL - MARCA: ERGOFLEX - MODELO: 5003
"
;73;00004120;INSERVÍVEL;200;20;"CADEIRA GIRATORIA EM TECIDO - DESCRICAO: COM BRAÇO, COR AZUL - MARCA: ERGOFLEX - MODELO: 5003
"
;74;00004124;INSERVÍVEL;200;20;"CADEIRA GIRATORIA EM TECIDO - DESCRICAO: COM BRAÇO, COR AZUL - MARCA: ERGOFLEX - MODELO: 5003
"
;75;00004125;INSERVÍVEL;200;20;"CADEIRA GIRATORIA EM TECIDO - DESCRICAO: COM BRAÇO, COR AZUL - MARCA: ERGOFLEX - MODELO: 5003
"
;76;00004142;INSERVÍVEL;97;9,7;"MESA PARA MICROCOMPUTADOR - DESCRICAO: COM TAMPO DE AGLORAMERADO REVEST. EM MELAMINIO C/REG. DE ALT. DA BASE P/TEC., TAMPO MED. 0,90X0,70X0,75M - MARCA: CADERODE - MODELO: 1516
"
;77;00004150;INSERVÍVEL;97;9,7;"MESA PARA MICROCOMPUTADOR - DESCRICAO: COM TAMPO DE AGLORAMERADO REVEST. EM MELAMINIO C/REG. DE ALT. DA BASE P/TEC., TAMPO MED. 0,90X0,70X0,75M - MARCA: CADERODE - MODELO: 1516
"
;78;00004158;INSERVÍVEL;97;9,7;"MESA PARA MICROCOMPUTADOR - DESCRICAO: COM TAMPO DE AGLORAMERADO REVEST. EM MELAMINIO C/REG. DE ALT. DA BASE P/TEC., TAMPO MED. 0,90X0,70X0,75M - MARCA: CADERODE - MODELO: 1516
"
;79;00004164;INSERVÍVEL;1833,33;183,33;"CONDICIONADOR DE AR DE PAREDE - DESCRICAO: 30.000 BTUS - MARCA: SPRINGER - SERIE: 033B10975
"
;80;00004231;INSERVÍVEL;230;23;"RACK EM ACO PARA HUB - DESCRICAO: PORTA EM ACRÍLICO, DE PAREDE, PARA HUB DE PORTAS.
"
;81;00004291;INSERVÍVEL;633;63,3;"REFRIGERADOR TIPO RESIDENCIAL - MARCA: CONSUL - SERIE: JF3273309
"
;82;00004299;INSERVÍVEL;210;21;"ARMARIO SUSPENSO EM MADEIRA - DESCRICAO: EM MADEIRA DE LEI, MEDINDO 0,60X1,51X0,40M
"
;83;00004311;INSERVÍVEL;862,5;86,25;"MESA PARA ESCRITORIO EM MADEIRA - DESCRICAO: EM CURVA COM 6 GAVETAS MEDINDO 1,50X232 CM DE COMPRIMENTO
"
;84;00004317;INSERVÍVEL;620;62;"MESA PARA REUNIAO  EM MELAMINIO - DESCRICAO: FORMATO OVAL , MEDINDO 2,30X1,20X0,74M NA CINZA.
"
;85;00004411;INSERVÍVEL;120;12;"MALETA PARA DOCUMENTOS - MARCA: PRINCE
"
;86;00004450;INSERVÍVEL;228;22,8;"CALCULADORA  PROFISSIONAL DE MESA - DESCRICAO: COM VISOR, FITA E BOBINA, VISOR DE CRISTAL LIQUIDO COM NUMEROS GRANDES, CALCULOS DE PORCENTAGEM - MARCA: SHARP - MODELO: EL-1801P - SERIE: 3D063245
"
;87;00004454;INSERVÍVEL;228;22,8;"CALCULADORA  PROFISSIONAL DE MESA - DESCRICAO: COM VISOR, FITA E BOBINA, VISOR DE CRISTAL LIQUIDO COM NUMEROS GRANDES, CALCULOS DE PORCENTAGEM - MARCA: SHARP - MODELO: EL-1801P - SERIE: 3D05335Y
"
;88;00004457;INSERVÍVEL;228;22,8;"CALCULADORA  PROFISSIONAL DE MESA - DESCRICAO: COM VISOR, FITA E BOBINA, VISOR DE CRISTAL LIQUIDO COM NUMEROS GRANDES, CALCULOS DE PORCENTAGEM - MARCA: SHARP - MODELO: EL-1801P - SERIE: 3D05333Y
"
;89;00004496;INSERVÍVEL;228;22,8;"MESA PARA MICROCOMPUTADOR - DESCRICAO: EM MELAMÍNIO, MEDINDO 1,60 X 0,68 X 0.74 M
"
;90;00004565;INSERVÍVEL;500;50;"MESA PARA ESCRITORIO EM MADEIRA - DESCRICAO: MAÇICA MEDINDO 160X76X74 COM 6 GAVETAS - MARCA: LUDNA
"
;91;00004633;INSERVÍVEL;235;23,5;"ARQUIVO EM ACO - DESCRICAO: COM 4 GAVETAS - MARCA: PANDIM
"
;92;00004647;INSERVÍVEL;398;39,8;"NO BREAK . - DESCRICAO: 1200 VA NET STATION - MARCA: SMS - SERIE: 008399-B
"
;93;00004659;INSERVÍVEL;1662,5;166,25;"CONDICIONADOR DE AR DE PAREDE - DESCRICAO: 21.000 BTUS - MARCA: SPRINGER - SERIE: S2304B08759
"
;94;00004660;INSERVÍVEL;1662,5;166,25;"CONDICIONADOR DE AR DE PAREDE - DESCRICAO: 21.000 BTUS - MARCA: SPRINGER - SERIE: S2304B08761
"
;95;00004665;INSERVÍVEL;1662,5;166,25;"CONDICIONADOR DE AR DE PAREDE - DESCRICAO: 21.000 BTUS - MARCA: SPRINGER - SERIE: S2304B08647
"
;96;00004880;INSERVÍVEL;360;36;"ARMARIO ALTO EM  MELAMINIO - DESCRICAO: COM 2 PORTAS MEDINDO 1,60X40X1.00.
"
;97;00004881;INSERVÍVEL;360;36;"ARMARIO ALTO EM  MELAMINIO - DESCRICAO: COM 2 PORTAS MEDINDO 1,60X40X1.00.
"
;98;00004889;INSERVÍVEL;1149,09;114,91;"ESTANTE EM ACO - DESCRICAO: COM 5 PRATELEIRAS, MED. 3,00X0,60X16M
"
;99;00004892;INSERVÍVEL;104;10,4;"EXTINTOR DE INCENDIO PÓ QUÍMICO PRESSURIZADO - DESCRICAO: 4 KG
"
;100;00004894;INSERVÍVEL;1149,09;114,91;"ESTANTE EM ACO - DESCRICAO: COM 5 PRATELEIRAS, MED. 3,00X0,60X16M
"
;101;00004923;INSERVÍVEL;132,22;13,22;"CARRINHO COM BANDEIJA PLÁSTICA - DESCRICAO: ESTRUTURA EM AÇO NA COR PRETA
"
;102;00004945;INSERVÍVEL;700;70;"DVD PLAYER - MARCA: COBY - MODELO: DVD-218 - SERIE: 1233143439
"
;103;00004965;INSERVÍVEL;492,52;49,25;"BANCADA DE TRABALHO . - DESCRICAO: COM 3,00X0,50X0,82CM, RODÍZIO COM FREIOS, 16 TOMADAS FÊMEAS BIPOLAR E CABO COM TOMADA
"
;104;00005002;INSERVÍVEL;247;24,7;"ARMARIO ALTO EM  MELAMINIO - DESCRICAO: COM DUAS PORTAS NA COR CINZA - MEDINDO 0,90X0,44X1,60M. - MARCA: GIOBEL
"
;105;00005026;INSERVÍVEL;98;9,8;"SECADOR DE CABELO PORTATIL - MARCA: DAIHATSU - MODELO: TAIFF TURBO
"
;106;00005045;INSERVÍVEL;169;16,9;"MESA PARA MICROCOMPUTADOR - DESCRICAO: EM MELAMINIO, MED. 1,70X0,68X0,75 - MARCA: GIOBEL
"
;107;00005048;INSERVÍVEL;694;694;"APARELHO DE FAX - MARCA: PANASONIC - MODELO: KX-FT71LA-B - SERIE: 4DBBA291130
"
;108;00005049;INSERVÍVEL;694;694;"APARELHO DE FAX - MARCA: PANASONIC - MODELO: KX-FT71LA-B - SERIE: 4DBBA292264
"
;109;00005052;INSERVÍVEL;694;694;"APARELHO DE FAX - MARCA: PANASONIC - MODELO: KX-FT71LA-B - SERIE: 4DBBA285337
"
;110;00005056;INSERVÍVEL;694;694;"APARELHO DE FAX - MARCA: PANASONIC - MODELO: KX-FT71LA-B - SERIE: 4DBBA292435
"
;111;00005267;INSERVÍVEL;594,97;59,5;"MOTO BOMBA CENTRIFUGA - DESCRICAO: MONO-ESTÁGIO 1 1/2 CV/220V, SUCCÃO 1""1/4 E CHAVE DE COMANDO 1 1/2CV 220V - MARCA: SCHNEIDER - MODELO: BC-92S HB - SERIE: 85070725300010
"
;112;00005273;INSERVÍVEL;240;24;"MESA PARA MICROCOMPUTADOR - DESCRICAO: EM MADEIRA MEDINDO 120X075X060 COM 01 GAVETA PARA TECLADO
"
;113;00005330;INSERVÍVEL;225;22,5;"EXTINTOR DE INCENDIO CO2 - DESCRICAO: COM 6 KG
"
;114;00005331;INSERVÍVEL;225;22,5;"EXTINTOR DE INCENDIO CO2 - DESCRICAO: COM 6 KG
"
;115;00005507;INSERVÍVEL;273,09;27,31;"CADEIRA  GIRATÓRIA S/BRAÇOS - DESCRICAO: COM ASSENTO E ENCOSTO EM ESPUMA
"
;116;00005509;INSERVÍVEL;273,09;27,31;"CADEIRA  GIRATÓRIA S/BRAÇOS - DESCRICAO: COM ASSENTO E ENCOSTO EM ESPUMA
"
;117;00005521;INSERVÍVEL;131,03;13,1;"CADEIRA FIXA S/BRAÇO - DESCRICAO: COM ASSENTO E ENCOSTO EM ESPUMA INJETÁVEL
"
;118;00005526;INSERVÍVEL;131,03;13,1;"CADEIRA FIXA S/BRAÇO - DESCRICAO: COM ASSENTO E ENCOSTO EM ESPUMA INJETÁVEL
"
;119;00005612;INSERVÍVEL;267,2;26,72;"POLTRONA FIXA COM BRAÇO
"
;120;00005626;INSERVÍVEL;511,86;51,19;"MESA PARA REUNIÃO - DESCRICAO: EM FORMA REDONDA
"
;121;00005630;INSERVÍVEL;2500;250;"MESA INTEGRADA - DESCRICAO: COM PAINEL FRONTAL E HORIZONTAL COM 4 SUPORTES PARA CPU
"
;122;00005740;INSERVÍVEL;370,2;37,02;"POLTRONA FIXA EM COURO SINTETICO SOBRE LONGARINA
"
;123;00005741;INSERVÍVEL;370,2;37,02;"POLTRONA FIXA EM COURO SINTETICO SOBRE LONGARINA
"
;124;00005760;INSERVÍVEL;370,2;37,02;"POLTRONA FIXA EM COURO SINTETICO SOBRE LONGARINA
"
;125;00005761;INSERVÍVEL;370,2;37,02;"POLTRONA FIXA EM COURO SINTETICO SOBRE LONGARINA
"
;126;00005762;INSERVÍVEL;370,2;37,02;"POLTRONA FIXA EM COURO SINTETICO SOBRE LONGARINA
"
;127;00005763;INSERVÍVEL;370,2;37,02;"POLTRONA FIXA EM COURO SINTETICO SOBRE LONGARINA
"
;128;00005790;INSERVÍVEL;773,94;77,39;"BANCADA DE TRABALHO . - DESCRICAO: ESTRUTURA METALICA NA COR PRETA, COM TAMPO EM MELAMINIO BRANCO GELO, MED. 2,75X0,50X0,82, COM RODÍZIOS
"
;129;00005807;INSERVÍVEL;1000;100;"MESA EM MELAMINIO
"
;130;00005809;INSERVÍVEL;5310,02;531;"MESA INTEGRADA - DESCRICAO: TIPO U, COM 2 SUPORTES PARA CPU
"
;131;00005887;INSERVÍVEL;340;34;"CADEIRA GIRATORIA EM TECIDO - DESCRICAO: NA COR AZUL MARINH0. - MARCA: CADERODE - MODELO: 5012-03 + 5021
"
;132;00005892;INSERVÍVEL;340;34;"CADEIRA GIRATORIA EM TECIDO - DESCRICAO: NA COR AZUL MARINH0. - MARCA: CADERODE - MODELO: 5012-03 + 5021
"
;133;00005906;INSERVÍVEL;340;34;"CADEIRA GIRATORIA EM TECIDO - DESCRICAO: NA COR AZUL MARINH0. - MARCA: CADERODE - MODELO: 5012-03 + 5021
"
;134;00005938;INSERVÍVEL;500;50;"BALCAO EM MADEIRA - DESCRICAO: MACIÇA MEDINDO 3,95 X1,30X0,60M.
"
;135;00005947;INSERVÍVEL;690;69;"FOGAO TIPO RESIDENCIAL - DESCRICAO: COM COM 04 BOCAS - MARCA: CONTINENTAL
"
;136;00005975;INSERVÍVEL;260;26;"MOTO BOMBA CENTRIFUGA - DESCRICAO: 1/2 CV COM SAÍDA 3/4 - MARCA: THEBE
"
;137;00005992;INSERVÍVEL;261,38;26,14;"EXTINTOR DE INCENDIO CO2 - DESCRICAO: 6 KG
"
;138;00006000;INSERVÍVEL;200;20;"PRATELEIRA COM TAMPA - DESCRICAO: EM MADEIRA ESTRUTURA DE FERRO, COM SUPORTE E MÃO-DE-FORCA, INSTALADA A PARTIR 2 METROS DE ALTURA DO CHÃO, PROFUNDIDADE DE 40 CM, ALTURA DE 50 CM CADA UMA, 1 (UMA) PARTE DE 3 METROS E 1(UMA) PARTE DE 4 METROS
"
;139;00006001;INSERVÍVEL;200;20;"PRATELEIRA COM TAMPA - DESCRICAO: EM MADEIRA ESTRUTURA DE FERRO, COM SUPORTE E MÃO-DE-FORCA, INSTALADA A PARTIR 2 METROS DE ALTURA DO CHÃO, PROFUNDIDADE DE 40 CM, ALTURA DE 50 CM CADA UMA, 1 (UMA) PARTE DE 3 METROS E 1(UMA) PARTE DE 4 METROS
"
;140;00006002;INSERVÍVEL;1248;124,8;"CONDICIONADOR DE AR DE PAREDE - DESCRICAO: 10.000BTUS DE 220WATS - MARCA: SPRINGER - MODELO: MCA105BB - SERIE: 2705897652
"
;141;00006003;INSERVÍVEL;1248;124,8;"CONDICIONADOR DE AR DE PAREDE - DESCRICAO: 10.000BTUS DE 220WATS - MARCA: SPRINGER - MODELO: MCA105BB - SERIE: 2405897641
"
;142;00006066;INSERVÍVEL;241,88;24,19;"MONITOR DE VIDEO POLICROMATICO - MARCA: IBM - SERIE: VG-32809
"
;143;00006070;INSERVÍVEL;199,92;19,99;"TECLADO PARA MICROCOMPUTADOR - MARCA: IBM - SERIE: 0138775
"
;144;00006159;INSERVÍVEL;2869,5;286,95;"MICROCOMPUTADOR COM PROCESSADOR PENTIUM IV - MARCA: IBM - SERIE: L1AK6DK
"
;145;00006205;INSERVÍVEL;150;15;"MONITOR DE VIDEO POLICROMATICO - MARCA: IBM - SERIE: VR09028
"
;146;00006307;INSERVÍVEL;523;52,3;"DVD PLAYER - DESCRICAO: PORTÁTIL - MARCA: GRADIENTE - MODELO: DT-320 - SERIE: 57U266729A5K
"
;147;00006308;INSERVÍVEL;656,01;656,01;"ROTEADOR PARA REDES - MARCA: DIGITEL - MODELO: 2G 3201 - SERIE: 7802606
"
;148;00006315;INSERVÍVEL;364;36,4;"GAVETEIRO VOLANTE EM MELAMINIO - DESCRICAO: COM 3 GAVETAS / CHAVES NA COR CINZA. - MARCA: CADERODE
"
;149;00006323;INSERVÍVEL;2500;250;"TELEVISOR EM CORES - DESCRICAO: 34 POLEGADAS - MARCA: SONY - MODELO: KV-34FS110 - SERIE: 3002026
"
;150;00006328;INSERVÍVEL;3495,32;349,53;"SWITCH   - MARCA: CISCO - MODELO: 2950T - SERIE: FOC1002Z349
"
;151;00006369;INSERVÍVEL;259;259;"DVD PLAYER - MARCA: GRADIENTE - MODELO: D-203 - SERIE: 25U289925H6E
"
;152;00006379;INSERVÍVEL;1746;1746;"APARELHO DE GPS (SISTEMA DE POSICIONAMENTO GLOBAL) - DESCRICAO: NR. SÉRIE 74969798 - MARCA: GARMIN - MODELO: MAP 60CSX
"
;153;00006399;INSERVÍVEL;4035;4035;"BALCAO PARA ATENDIMENTO - DESCRICAO: EM MELAMINIO COM PAINÉIS 1,20 X0,73M 1MEDINDO 0,90X1,08M   COM DOIS  MÓDULOS
"
;154;00006400;INSERVÍVEL;4035;4035;"BALCAO PARA ATENDIMENTO - DESCRICAO: EM MELAMINIO COM PAINÉIS 1,20 X0,73M 1MEDINDO 0,90X1,08M   -   COM  DOIS  MÓDULOS  .
"
