;Item;Patrimônio;Sit Física;Valor de Aquisição;Valor Bruto Atual;Descrição;Caracteristicas;;
;603;11018;INSERVÍVEL;602,35;566,19;IMPRESSORA LASER;MONOCROMÁTICA;SAMSUNG - MODELO: ML-3710ND - SERIE: Z5HABAGBC01401V;
;604;11334;INSERVÍVEL;9999,99;9999,99;BALCAO DE ATENDIMENTO - EM MDF SOB MEDIDA;BALCÃO DE ATENDIMENTO - BALCÃO EM MDF 25MM, COR PRETÓRIA, LINHA DUAL TOUCH OU;;
;605;11343;INSERVÍVEL;680;680;NO BREAK ;POTENCIA 1600VA 8 TOMADASTRIVOLT COR PRETA;RAGTECH - MODELO: EASY WAY - SERIE: 4148182106780;
;606;11352;INSERVÍVEL;278,5;278,5;NO BREAK ;POTENCIA 700VA, 6 TOMADAS, BIVOLT, COR PRETA;TS SHARA - SERIE: 180905057;
;607;11354;INSERVÍVEL;278,5;278,5;NO BREAK ;POTENCIA 700VA, 6 TOMADAS, BIVOLT, COR PRETA;TS SHARA - SERIE: 180905050;
;608;11400;INSERVÍVEL;1177;1177;IMPRESSORA LASER;MULTIFUNCIONAL;SAMSUNG - MODELO: SL-M3375FD - SERIE: ZEROBQAD900207;
;609;11423;INSERVÍVEL;999,8;999,8;IMPRESSORA LASER;MONOCROMÁTICA;SAMSUNG - MODELO: ML-3710ND - SERIE: Z5HABAGBC01036P;
;610;11432;INSERVÍVEL;999,8;999,8;IMPRESSORA LASER;MONOCROMÁTICA;SAMSUNG - MODELO: ML-3710ND - SERIE: Z5HABAGBC01007W;
;611;11435;INSERVÍVEL;602,35;602,35;IMPRESSORA LASER;MONOCROMÁTICA;SAMSUNG - MODELO: ML-3710ND - SERIE: Z5HABAGBC02237V;
;612;11461;INSERVÍVEL;278,5;278,5;NO BREAK ;NOBREAK MARCA TS SHARA MODELO POWERUPS 700 COD 4008 CARACTERÍSTICAS;;
;613;11465;INSERVÍVEL;278,5;278,5;NO BREAK ;NOBREAK MARCA TS SHARA MODELO POWERUPS 700 COD 4008 CARACTERÍSTICAS;;
;614;11746;INSERVÍVEL;894,2;894,2;MONITOR DE VIDEO LCD;MONITOR DELL DE 23 POLEGADAS MODELO P2319H SERVICE TAG H22C2W2;DELL - SERIE: 37130154914;
;615;41486;INSERVÍVEL;1960;1960;NOTEBOOK COM PROCESSADOR;PROCESSADOR INTEL CORE I3 2330M, MEMÓRIA DE 2GB, DISCO RÍGIDO DE 300GB;HP - MODELO: PROBOOK 4430S - SERIE: BRG207F0Q3;
;616;41534;INSERVÍVEL;1960;1960;NOTEBOOK COM PROCESSADOR;PROCESSADOR INTEL CORE I3 2330M, MEMÓRIA DE 2GB, DISCO RÍGIDO DE 300GB;HP - MODELO: PROBOOK 4430S - SERIE: BRG207F0ZT;
;617;43642;INSERVÍVEL;65,8;65,8;MONITOR LCD - CRISTAL LIQUIDO;19 POLEGADAS COR PRETA;DELL - MODELO: E198FPB - SERIE: OG256H7426188UENGL;
;618;43662;INSERVÍVEL;65,8;65,8;MONITOR LCD - CRISTAL LIQUIDO;19 POLEGADAS COR PRETA;DELL - MODELO: E198FPB - SERIE: OG256H7426188UENJL;
;619;46658;INSERVÍVEL;65,8;65,8;MONITOR LCD - CRISTAL LIQUIDO;19 POLEGADAS COR PRETA;HP - MODELO: W1942PEU - SERIE: BRG1110HRJ;
;620;46824;INSERVÍVEL;65,8;65,8;MONITOR LCD - CRISTAL LIQUIDO;19 POLEGADAS COR PRETA;HP - MODELO: W1942PEU - SERIE: BRG1110GZV;
;621;46851;INSERVÍVEL;65,8;65,8;MONITOR LCD - CRISTAL LIQUIDO;19 POLEGADAS COR PRETA;HP - MODELO: W1942PEU - SERIE: BRG1110DP6;
;622;46934;INSERVÍVEL;65,8;65,8;MONITOR LCD - CRISTAL LIQUIDO;19 POLEGADAS COR PRETA;HP - MODELO: W1942PEU - SERIE: BRG1110JXM;
;623;46944;INSERVÍVEL;65,8;65,8;MONITOR LCD - CRISTAL LIQUIDO;19 POLEGADAS COR PRETA;HP - MODELO: W1942PEU - SERIE: BRG1110FFC;
;624;46968;INSERVÍVEL;65,8;65,8;MONITOR LCD - CRISTAL LIQUIDO;19 POLEGADAS COR PRETA;HP - MODELO: W1942PEU - SERIE: BRG1110;
;625;47264;INSERVÍVEL;65,8;65,8;MONITOR LCD - CRISTAL LIQUIDO;19 POLEGADAS COR PRETA;HP - MODELO: W1942PEU - SERIE: BRG1110JZ2;
;626;47934;INSERVÍVEL;528,42;528,42;MICROCOMPUTADOR COM PROCESSADOR;INTEL I5 650 DE 32GHZ MEMÓRIA 4GB DDR3 PC10660 DISCO RÍGIDO DE 500GB GRAVADORA DE CD 48X E DVD 22X DRIVE DE DISQUETE COM BARRAMENTO DE 1333MHZ CAIXA DE SOM INTERNA INTERFACES: 10 USB, 1 E-SATA, 1 DISPLAY E 1 RGB;POSITIVO - MODELO: POST-AT SERIES K (I5PE) - SERIE: 1A339PN2T;
;627;47976;INSERVÍVEL;528,42;528,42;MICROCOMPUTADOR COM PROCESSADOR;INTEL I5 650 DE 32GHZ MEMÓRIA 4GB DDR3 PC10660 DISCO RÍGIDO DE 500GB GRAVADORA DE CD 48X E DVD 22X DRIVE DE DISQUETE COM BARRAMENTO DE 1333MHZ CAIXA DE SOM INTERNA INTERFACES: 10 USB, 1 E-SATA, 1 DISPLAY E 1 RGB;POSITIVO - MODELO: POST-AT SERIES K (I5PE) - SERIE: 1A339Y940;
;628;48341;INSERVÍVEL;528,42;528,42;MICROCOMPUTADOR COM PROCESSADOR;INTEL I5 650 DE 32GHZ MEMÓRIA 4GB DDR3 PC10660 DISCO RÍGIDO DE 500GB GRAVADORA DE CD 48X E DVD 22X DRIVE DE DISQUETE COM BARRAMENTO DE 1333MHZ CAIXA DE SOM INTERNA INTERFACES: 10 USB, 1 E-SATA, 1 DISPLAY E 1 RGB;POSITIVO - MODELO: POST-AT SERIES K (I5PE) - SERIE: 1A335HDOT;
;629;63105;INSERVÍVEL;30,94;30,94;TECLADO PARA MICROCOMPUTADOR;PADRÃO DO TECLADO ABNT2;POSITIVO;
;630;63126;INSERVÍVEL;30,94;30,94;TECLADO PARA MICROCOMPUTADOR;PADRÃO DO TECLADO ABNT2;POSITIVO;
;631;63145;INSERVÍVEL;30,94;30,94;TECLADO PARA MICROCOMPUTADOR;PADRÃO DO TECLADO ABNT2;POSITIVO;
;632;401192;INSERVÍVEL;171,58;171,58;LIVRO - EDICAO: 10ª ;TÍTULO: CÓDIGO PENAL COMENTADO - AUTOR: GULHERME DE SOUZA NUCCI - EDITORA: RT - ANO DE PUBLICACAO: 2010;;
;633;820613;INSERVÍVEL;82,42;8,24;PAR DE CAIXA DE SOM PARA MICROCOMPUTADOR;IBM;;
;634;820617;INSERVÍVEL;82,42;8,24;PAR DE CAIXA DE SOM PARA MICROCOMPUTADOR;IBM;;
;635;820618;INSERVÍVEL;82,42;8,24;PAR DE CAIXA DE SOM PARA MICROCOMPUTADOR;IBM;;
;636;820634;INSERVÍVEL;82,42;8,24;PAR DE CAIXA DE SOM PARA MICROCOMPUTADOR;IBM;;
;637;820936;INSERVÍVEL;1151;115,1;CENTRAL DE ALARME 4 SETORES;;;
;638;820953;INSERVÍVEL;199,5;19,95;BARRACA DE CAMPING;ESTRUTURA EM TUBO DE FERRO, 3X3X2,5 - BRANCA;;
;639;820954;INSERVÍVEL;199,5;19,95;BARRACA DE CAMPING;ESTRUTURA EM TUBO DE FERRO, 3X3X2,5 - BRANCA;;
;640;821151;INSERVÍVEL;2000;200;MICROFONE ;SONY - MODELO: PCS A1;;
;641;821153;INSERVÍVEL;1000;100;CONTROLE REMOTO CODEC;SONY - MODELO: PCS-R1;;
;642;821232;INSERVÍVEL;178,74;178,74;PERSIANA  VERTICAL;MAT DE PVC - COR BEGE - TAM 2,20 X 1,40M;RATTAN - MODELO: ALTO RELEVO;
;643;821234;INSERVÍVEL;178,74;178,74;PERSIANA  VERTICAL;MAT DE PVC - COR BEGE - TAM 2,20 X 1,40M;RATTAN - MODELO: ALTO RELEVO;
;644;821235;INSERVÍVEL;178,76;178,76;PERSIANA  VERTICAL;MAT DE PVC - COR BEGE - TAM 2,20 X 1,40M;RATTAN - MODELO: ALTO RELEVO;
;645;821307;INSERVÍVEL;120,03;120,03;PERSIANA  VERTICAL;MAT DE PVC - COR BEGE - TAM 2,20X1,40M;RATTAN - MODELO: LISA;
;646;821308;INSERVÍVEL;120,03;120,03;PERSIANA  VERTICAL;MAT DE PVC - COR BEGE - TAM 2,20X1,40M;RATTAN - MODELO: LISA;
;647;821309;INSERVÍVEL;120,03;120,03;PERSIANA  VERTICAL;MAT DE PVC - COR BEGE - TAM 2,20X1,40M;RATTAN - MODELO: LISA;
;648;821311;INSERVÍVEL;120,03;120,03;PERSIANA  VERTICAL;MAT DE PVC - COR BEGE - TAM 2,20X1,40M;RATTAN - MODELO: LISA;
;649;821312;INSERVÍVEL;120,03;120,03;PERSIANA  VERTICAL;MAT DE PVC - COR BEGE - TAM 2,20X1,40M;RATTAN - MODELO: LISA;
;650;821313;INSERVÍVEL;120,03;120,03;PERSIANA  VERTICAL;MAT DE PVC - COR BEGE - TAM 2,20X1,40M;RATTAN - MODELO: LISA;
;651;821314;INSERVÍVEL;120,03;120,03;PERSIANA  VERTICAL;MAT DE PVC - COR BEGE - TAM 2,20X1,40M;RATTAN - MODELO: LISA;
;652;821410;INSERVÍVEL;280,5;280,5;PERSIANA  VERTICAL;PVC LISO NA COR BEGE ESCURO, LARGURA DA LÃMINA 90MM, MEDINDO 2,00X1,50;;
;653;821411;INSERVÍVEL;280,5;280,5;PERSIANA  VERTICAL;PVC LISO NA COR BEGE ESCURO, LARGURA DA LÃMINA 90MM, MEDINDO 2,00X1,50;;
;654;821486;INSERVÍVEL;423,4;73,6;SUPORTE PARA TELEVISAO;LCD/PLASMA, TIPO ARTICULÁVEL;VISOGRAF - MODELO: SUPFORCE;
;655;821488;INSERVÍVEL;220,8;220,8;PERSIANA  VERTICAL;EM PVC, MEDINDO 2,67M (LARGURA) X 1,50M (ALTURA);;
;656;821489;INSERVÍVEL;220,8;220,8;PERSIANA  VERTICAL;EM PVC, MEDINDO 2,67M (LARGURA) X 1,50M (ALTURA);;
;657;821490;INSERVÍVEL;190,44;190,44;PERSIANA  VERTICAL;EM PVC, MEDINDO 2,30M (LARGURA) X 1,50M (ALTURA);;
;658;821491;INSERVÍVEL;190,44;190,44;PERSIANA  VERTICAL;EM PVC, MEDINDO 2,30M (LARGURA) X 1,50M (ALTURA);;
;659;821492;INSERVÍVEL;190,44;190,44;PERSIANA  VERTICAL;EM PVC, MEDINDO 2,30M (LARGURA) X 1,50M (ALTURA);;
;660;822053;INSERVÍVEL;114,21;114,21;PERSIANA  VERTICAL;EM PVC MEDIDAS: 1,20M (A) X 1,38M (L);DECORACRE;
;661;822054;INSERVÍVEL;114,21;114,21;PERSIANA  VERTICAL;EM PVC MEDIDAS: 1,20M (A) X 1,38M (L);DECORACRE;
;662;822117;INSERVÍVEL;1653,1;1653,1;DIVISORIA EM FORMICA;ESPESSURA DE 35MM PAINEL CEGO MONTANTES DE ALUMÍNIO ANODIZADO COM PORTA DE MEDIDAS: 130X110CM  FECHADURA  ELÉTRICA COM ACIONAMENTO POR BOTOEIRA E CONTROLE REMOTO;;
;663;60070923;INSERVÍVEL;850;850;KIT BIO LEITOR OTICO DE DIGITAIS;INTEGRATED BIOMETRICS - MODELO: WATSON MINI - SERIE: 150601924;;
;664;60104921;INSERVÍVEL;632,7;632,7;KIT BIO MODULO CENARIO;AKIYAMA - MODELO: AK-MCP 14V - SERIE: 150501922;;
