Item,Patrimônio,Nº Antigo,Garantia,Marca,Modelo,Série,Descrição
416,9294,,,MIDEA,MSE1-30CR,C1011382841811A14150197,CENTRAL DE AR CONDICIONADO - DESCRICAO: SPLIT. 30 MIL BTU'S. 220V. U.EX.: C101382843411A14130095
417,9296,,,MIDEA,MSE1-30CR,C1011382841811A14150189,CENTRAL DE AR CONDICIONADO - DESCRICAO: SPLIT. 30 MIL BTU'S. 220V. U.EX.: C101382843411A14130094
418,9311,,,ELECTROLUX,CFI60,21600124,CENTRAL DE AR CONDICIONADO - DESCRICAO: 60 MIL BTU'S. TENSÃO 220V. U. EXT.: 21000180
419,9317,,,BROTHER,FAX-575,U61361MOK971506,APARELHO DE FAX - DESCRICAO: PARA PAPEL COMUM. COM IDENTIFICADOR DE CHAMADAS.
420,9318,,,BROTHER,FAX-575,U61361L8K150711,APARELHO DE FAX - DESCRICAO: PARA PAPEL COMUM. COM IDENTIFICADOR DE CHAMADAS.
421,9320,,,BROTHER,FAX-575,U61361MOK971353,APARELHO DE FAX - DESCRICAO: PARA PAPEL COMUM. COM IDENTIFICADOR DE CHAMADAS.
422,9458,,,ACER,ASPIRE ONE D257,13002814676,"MICROCOMPUTADOR PORTATIL (NETBOOK) COM PROCESSADOR - DESCRICAO: INTEL ATOM N570 1.66MHZ, MEMÓRIA: 2GB DDR3, HD: 500GB, TELA:10.1"", WEBCAM E MICROFONE EMBUTIDOS."
423,9471,,,ACER,ASPIRE ONE D257,13002037176,"MICROCOMPUTADOR PORTATIL (NETBOOK) COM PROCESSADOR - DESCRICAO: INTEL ATOM N570 1.66MHZ, MEMÓRIA: 2GB DDR3, HD: 500GB, TELA:10.1"", WEBCAM E MICROFONE EMBUTIDOS."
424,9484,,,SPRINGER,SILENTIA,1907B05312,CONDICIONADOR DE AR DE PAREDE - DESCRICAO: TIPO JANELA. 21 MIL BTU'S. 220V.
425,9485,,,SPRINGER,SILENTIA,1910B13675,CONDICIONADOR DE AR DE PAREDE - DESCRICAO: TIPO JANELA. 21 MIL BTU'S. 220V.
426,9486,,,SPRINGER,SILENTIA,1907B05354,CONDICIONADOR DE AR DE PAREDE - DESCRICAO: TIPO JANELA. 21 MIL BTU'S. 220V.
427,9491,,,SPRINGER,SILENTIA,4412B08570,CONDICIONADOR DE AR DE PAREDE - DESCRICAO: 30 MIL BTU'S. 220V.
428,9492,,,SPRINGER,SILENTIA,4412B07763,CONDICIONADOR DE AR DE PAREDE - DESCRICAO: 30 MIL BTU'S. 220V.
429,9495,,,SPRINGER,SILENTIA,4412B08569,CONDICIONADOR DE AR DE PAREDE - DESCRICAO: 30 MIL BTU'S. 220V.
430,9502,,,,,,RACK PARA SERVIDOR
431,9503,,30/04/2014 a 30/04/2016,PRODIGITAL,,,MONITOR DE TEMPERATURA PARA DATACENTER - DESCRICAO: DISPLAY DIGITAL. BIVOLT.
432,9536,,,FLEXFORM,INFO CENTER,,CADEIRA GIRATORIA EM TECIDO - DESCRICAO: ESPALDAR MÉDIO. COR PRETA.
433,9605,,,ESMALTEC,EGC35B,12051406763896,BEBEDOURO DE AGUA EM AÇO INOX. - DESCRICAO: TIPO COLUNA.
434,9607,,,ELECTROLUX,TI30F/TE30F,30290168,CENTRAL DE AR CONDICIONADO - DESCRICAO: 30 MIL BTU'S. TENSÃO: 220V. CICLO FRIO. UNIDADE EXTERNA: 30291737.
435,9618,,,ELECTROLUX,TI30F/TE30F,31292218,CENTRAL DE AR CONDICIONADO - DESCRICAO: 30 MIL BTU'S. TENSÃO: 220V. CICLO FRIO. U. EXT.: 31292583
436,9628,,,MD MOBILE,,,"MESA LINEAR - DESCRICAO: EM MDP 25MM, COR CINZA, MEDINDO 1200 X 600 X 760 MM (L X P X A)."
437,9631,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.
438,9633,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.
439,9636,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.
440,9642,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.
441,9645,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.
442,9646,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.
443,9647,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.
444,9648,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.
445,9649,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.
446,9662,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.
447,9663,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.
448,9664,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.
449,9666,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.
450,9667,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.
451,9669,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.
452,9688,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.
453,9706,,,NOBRE MÓVEIS,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
454,9732,,,NOBRE MÓVEIS,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
455,9747,,,NOBRE MÓVEIS,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
456,9777,,,NOBRE MÓVEIS,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
457,9779,,,NOBRE MÓVEIS,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
458,9782,,,GIGASET,A390,131950,APARELHO TELEFONICO SEM FIO - DESCRICAO: VISOR LCD. COM IDENTIFICADOR DE CHAMADAS.
459,9785,,,KOMECO,KOS 18 FC2HX,K18101001391010030143,MINI-CENTRAL DE AR CONDICIONADO - DESCRICAO: 18.000 BUTS. 220V. COR BRANCA. UN. EXT.: K18101001415010020093
460,9787,,,KOMECO,KOS 18 FC2HX,K18101001439010030025,MINI-CENTRAL DE AR CONDICIONADO - DESCRICAO: 18.000 BUTS. 220V. COR BRANCA. UN. EXT.: K18101001415010020065
461,9792,,,KOMECO,KOS 18 FC2HX,K18101001439010030026,MINI-CENTRAL DE AR CONDICIONADO - DESCRICAO: 18.000 BUTS. 220V. COR BRANCA. UN. EXT.: K18101001415010020027
462,9811,,,SPRINGER,MPN-12CRV1,D205019880112A16200046,"CONDICIONADOR DE AR PORTATIL - DESCRICAO: CAPACIDADE DE 12.000 BTU/H, TENSÃO 127V,  GÁS ECOLÓGICO R410A, COM PAINEL FRONTAL RETRÁTIL."
463,9812,,,SPRINGER,MPN-12CRV1,D205019880112A16201872,"CONDICIONADOR DE AR PORTATIL - DESCRICAO: CAPACIDADE DE 12.000 BTU/H, TENSÃO 127V,  GÁS ECOLÓGICO R410A, COM PAINEL FRONTAL RETRÁTIL."
464,9813,,,SPRINGER,MPN-12CRV1,D205019880112A16200247,"CONDICIONADOR DE AR PORTATIL - DESCRICAO: CAPACIDADE DE 12.000 BTU/H, TENSÃO 127V,  GÁS ECOLÓGICO R410A, COM PAINEL FRONTAL RETRÁTIL."
465,9815,,,RCG,ENERGETIC POWER MC,,NO BREAK . - DESCRICAO: 1450VA. COR PRETA.
466,9824,,,RCG,ENERGETIC POWER MC,,NO BREAK . - DESCRICAO: 1450VA. COR PRETA.
467,9825,,,RCG,ENERGETIC POWER MC,,NO BREAK . - DESCRICAO: 1450VA. COR PRETA.
468,9826,,,RCG,ENERGETIC POWER MC,,NO BREAK . - DESCRICAO: 1450VA. COR PRETA.
469,9832,,,RCG,ENERGETIC POWER MC,,NO BREAK . - DESCRICAO: 1450VA. COR PRETA.
470,9834,,,RCG,ENERGETIC POWER MC,,NO BREAK . - DESCRICAO: 1450VA. COR PRETA.
471,9835,,,RCG,ENERGETIC POWER MC,,NO BREAK . - DESCRICAO: 1450VA. COR PRETA.
472,9836,,,RCG,ENERGETIC POWER MC,,NO BREAK . - DESCRICAO: 1450VA. COR PRETA.
473,9839,,,RCG,ENERGETIC POWER MC,,NO BREAK . - DESCRICAO: 1450VA. COR PRETA.
474,9841,,,ELECTROLUX,MEF41,32210520,FORNO MICROONDAS - DESCRICAO: CAPACIDADE DE 31L. 127V. COR BRANCA.
475,9843,,,ELECTROLUX,MEF41,32208101,FORNO MICROONDAS - DESCRICAO: CAPACIDADE DE 31L. 127V. COR BRANCA.
476,9854,,,CONSUL,CBV18CB,MG3709303,MINI-CENTRAL DE AR CONDICIONADO - DESCRICAO: 18 MIL BTU'S. TENSÃO 220V. COR BRANCA. U. EXT.: MG3687488.
477,9860,,,NOBRE MÓVEIS,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
478,9862,,,NOBRE MÓVEIS,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
479,9864,,,NOBRE MÓVEIS,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
480,9870,,,NOBRE MÓVEIS,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
481,9875,,,NOBRE MÓVEIS,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
482,9886,,,NOBRE MÓVEIS,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
483,9888,,,NOBRE MÓVEIS,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
484,9893,,,NOBRE MÓVEIS,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
485,9899,,,NOBRE MÓVEIS,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
486,9901,,,NOBRE MÓVEIS,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
487,9907,,,NOBRE MÓVEIS,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
488,9908,,,NOBRE MÓVEIS,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
489,9927,,,DELL,OPTIPLEX 9010,2VB90Y1,"MICROCOMPUTADOR COM PROCESSADOR - DESCRICAO: INTEL CORE I3 -3240 (3.4GHZ, 3MB CACHE), 4GB DE MEMÓRIA RAM, DISCO RÍGIDO DE 320GB."
490,9948,,,GIGASET,A390,118042,APARELHO TELEFONICO SEM FIO
491,9950,,,GIGASET,A390,118041,APARELHO TELEFONICO SEM FIO
492,9951,,,GIGASET,A390,118013,APARELHO TELEFONICO SEM FIO
493,9953,,17/02/2014 a 17/02/2015,ELECTROLUX,MEF41,34108646,FORNO DE MICROONDAS - DESCRICAO: 110V. 60HZ. 31 LITROS. COR BRANCA.
494,9963,,,NOBRE MÓVEIS,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
495,9969,,,NOBRE MÓVEIS,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
496,9973,,,NOBRE MÓVEIS,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
497,9976,,,NOBRE MÓVEIS,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
498,9985,,,NOBRE MÓVEIS,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
499,9989,,,NOBRE MÓVEIS,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.
500,10038,,30/05/2014 a 30/05/2017,HP,B080BR,BRG339FBX1,ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: PROCESSADOR INTEL CORE I5. 14 POLEGADAS. MEMÓRIA RAM: 4GB. HD: 500GB. COR PRETA.
501,10059,,22/12/2005 a 22/06/2006,ESMALTEC,BNCC 7B,5062131021117,BEBEDOURO DE AGUA TIPO GARRAFAO - DESCRICAO: DE PÉ COM DUAS TORNEIRAS (COLUNA)
502,10074,,,TRAMONTINA,BALI,,"MESA DE USO DIVERSO EM PLASTICO - DESCRICAO: RETANGULAR, MEDINDO 1,36 X 0,85 X 0,72 M (COMPRIMENTO X LARGURA X ALTURA). COR BRANCA."
503,10077,,,TRAMONTINA,BALI,,"MESA DE USO DIVERSO EM PLASTICO - DESCRICAO: RETANGULAR, MEDINDO 1,36 X 0,85 X 0,72 M (COMPRIMENTO X LARGURA X ALTURA). COR BRANCA."
504,10079,,,TRAMONTINA,BALI,,"MESA DE USO DIVERSO EM PLASTICO - DESCRICAO: RETANGULAR, MEDINDO 1,36 X 0,85 X 0,72 M (COMPRIMENTO X LARGURA X ALTURA). COR BRANCA."
505,10171,,,HENRY,SUPERFÁCIL R02,4001900024875,"RELOGIO DE PONTO BIOMETRICO - DESCRICAO: SISTEMA DE IMPRESSÃO COM CORTE DE PAPEL, RECURSO DE NOBREAK, CALENDÁRIO PERPÉTUO, CAPACIDADE DE CADASTRAMENTO DE INFORMAÇÕES DO EMPREGADOR, LOCAL DE TRABALHO E FUNCIONÁRIOS (1 A 10 DIGITAIS POR PESSOA), HOMOLOGADO DE ACORDO COM A PORTARIA NO 1.510/2009 MTE."
506,10187,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.
507,10189,,17/09/2014 a 17/09/2017,LG,U460,407BZZD010357,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA."
508,10201,,17/09/2014 a 17/09/2017,LG,U460,407BZEX010340,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA."
509,10204,,17/09/2014 a 17/09/2017,LG,U460,407BZYM010354,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA."
510,10206,,17/09/2014 a 17/09/2017,LG,U460,407BZMV010387,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA."
511,10208,,17/09/2014 a 17/09/2017,LG,U460,408BZDQ003050,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA."
512,10212,,17/09/2014 a 17/09/2017,LG,U460,407BZRK010374,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA."
513,10214,,17/09/2014 a 17/09/2017,LG,U460,407BZVL010423,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA."
514,10217,,17/09/2014 a 17/09/2017,LG,U460,407BZAH010368,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA."
515,10222,,17/09/2014 a 17/09/2017,LG,U460,408BZWB003057,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA."
516,10223,,17/09/2014 a 17/09/2017,LG,U460,408BZSN002998,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA."
517,10226,,17/09/2014 a 17/09/2017,LG,U460,407BZBJ009245,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA."
518,10228,,17/09/2014 a 17/09/2017,LG,U460,407BZEX010364,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA."
519,10231,,17/09/2014 a 17/09/2017,LG,U460,408BZHC003041,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA."
520,10235,,17/09/2014 a 17/09/2017,LG,U460,408BZAH003056,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA."
521,10239,,17/09/2014 a 17/09/2017,LG,U460,407BZRK010398,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA."
522,10247,,17/09/2014 a 17/09/2017,LG,U460,408BZPS003016,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA."
523,10251,,,POSITIVO,,1AC97NY86,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN."
524,10254,,,POSITIVO,,1AC97NT7M,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN."
525,10262,,,POSITIVO,,1AC97NW7V,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN."
526,10263,,,POSITIVO,,1AC97NR9Q,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN."
527,10275,,,POSITIVO,,1AC97NZ9E,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN."
528,10279,,,POSITIVO,,1AC97NG59,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN."
529,10283,,,POSITIVO,,1AC97NQ68,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN."
530,10285,,,POSITIVO,,1AC97P12Z,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN."
531,10288,,,POSITIVO,,1AC97NX6T,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN."
532,10290,,,POSITIVO,,1AC97P310,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN."
533,10291,,,POSITIVO,,1AC97NQ7D,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN."
534,10292,,,POSITIVO,,1AC97NZ74,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN."
535,10294,,,POSITIVO,,1AC97NV23,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN."
536,10298,,,POSITIVO,,1AC97NZ3K,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN."
537,10300,,,POSITIVO,,1AC97NX14,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN."
538,10301,,,POSITIVO,,1AC97NT32,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN."
539,10306,,,POSITIVO,,1AC97NG9T,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN."
540,10320,,,POSITIVO,,1AC97NZ89,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN."
541,10321,,,POSITIVO,,1AC97NV38,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN."
542,10323,,,POSITIVO,,1AC97P11U,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN."
543,10325,,,POSITIVO,,1AC97NR3W,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN."
544,10381,,06/11/2014 a 06/11/2015,RAGTECH,1400N,341314240067,"NO BREAK . - DESCRICAO: BIFÁSICO. 1,4KVA. COM ESTABILIZADOR INTERNO."
545,10383,,06/11/2014 a 06/11/2015,RAGTECH,1400N,341314200061,"NO BREAK . - DESCRICAO: BIFÁSICO. 1,4KVA. COM ESTABILIZADOR INTERNO."
546,10385,,06/11/2014 a 06/11/2015,RAGTECH,1400N,341314240064,"NO BREAK . - DESCRICAO: BIFÁSICO. 1,4KVA. COM ESTABILIZADOR INTERNO."
547,10388,,06/11/2014 a 06/11/2015,RAGTECH,1400N,341314440075,"NO BREAK . - DESCRICAO: BIFÁSICO. 1,4KVA. COM ESTABILIZADOR INTERNO."
548,10410,,19/02/2015 a 19/02/2018,SAMSUNG,M4020ND,ZERAQYBQAFA002AQK,IMPRESSORA LASER - DESCRICAO: MONOCROMÁTICA. IMPRESSÃO EM DUPLEX.
549,10446,,11/06/2015 a 11/06/2016,RAGTECH,SWU/BS-TI,3842151303630,"NO BREAK . - DESCRICAO: TRIFÁSICO. 1,4 KVA. COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL."
550,10447,,11/06/2015 a 11/06/2016,RAGTECH,SWU/BS-TI,3842151503250,"NO BREAK . - DESCRICAO: TRIFÁSICO. 1,4 KVA. COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL."
551,10448,,11/06/2015 a 11/06/2016,RAGTECH,SWU/BS-TI,3842150503300,"NO BREAK . - DESCRICAO: TRIFÁSICO. 1,4 KVA. COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL."
552,10449,,11/06/2015 a 11/06/2016,RAGTECH,SWU/BS-TI,3842151303580,"NO BREAK . - DESCRICAO: TRIFÁSICO. 1,4 KVA. COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL."
553,10450,,11/06/2015 a 11/06/2016,RAGTECH,SWU/BS-TI,3842151303620,"NO BREAK . - DESCRICAO: TRIFÁSICO. 1,4 KVA. COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL."
554,10452,,11/06/2015 a 11/06/2016,RAGTECH,SWU/BS-TI,3842150503240,"NO BREAK . - DESCRICAO: TRIFÁSICO. 1,4 KVA. COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL."
555,10454,,11/06/2015 a 11/06/2016,RAGTECH,SWU/BS-TI,3842151303570,"NO BREAK . - DESCRICAO: TRIFÁSICO. 1,4 KVA. COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL."
556,10455,,11/06/2015 a 11/06/2016,RAGTECH,SWU/BS-TI,3842150503270,"NO BREAK . - DESCRICAO: TRIFÁSICO. 1,4 KVA. COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL."
557,10457,,11/06/2015 a 11/06/2016,RAGTECH,SWU/BS-TI,3842150403200,"NO BREAK . - DESCRICAO: TRIFÁSICO. 1,4 KVA. COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL."
558,10458,,11/06/2015 a 11/06/2016,RAGTECH,SWU/BS-TI,3842150503340,"NO BREAK . - DESCRICAO: TRIFÁSICO. 1,4 KVA. COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL."
559,10460,,11/06/2015 a 11/06/2016,RAGTECH,SWU/BS-TI,3842150503320,"NO BREAK . - DESCRICAO: TRIFÁSICO. 1,4 KVA. COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL."
560,10466,,,SCHNEIDER,ASP-98,15G87-13-00081A,MOTO BOMBA CENTRIFUGA - DESCRICAO: POTÊNCIA DE 1/2 CV. 127V. 60HZ. RECALQUE 3/4.
561,10467,,14/09/2015 a 14/09/2016,LG,MS3044L,501AZBZBG093,FORNO DE MICROONDAS - DESCRICAO: 30 LITROS. 127V. POTÊNCIA: 1250W. COR BRANCA.
562,10471,,14/10/2015 a 14/04/2016,SHOPPING DO ESCRITOR,,,BANQUETA EM COURVIM - DESCRICAO: ALTA. SEM ENCOSTO. COM APOIO PARA PÉS. COR PRETA.
563,10473,,14/10/2015 a 14/04/2016,SHOPPING DO ESCRITOR,,,BANQUETA EM COURVIM - DESCRICAO: ALTA. SEM ENCOSTO. COM APOIO PARA PÉS. COR PRETA.
564,10474,,14/10/2015 a 14/04/2016,SHOPPING DO ESCRITOR,,,BANQUETA EM COURVIM - DESCRICAO: ALTA. SEM ENCOSTO. COM APOIO PARA PÉS. COR PRETA.
